,text,label,target
1106,সরকার উৎখাতে ইসরাইলের সাথে হাত মিলিয়েছে বিএনপি জামাত কিছু দিনের মধ্যেই অনেক গোপন তথ্য বেড়িয়ে আসবে। ,Hateful,1
1107,ফাটবে ফুটবে বাড়িওয়ালা বুঝবে। ,Neutral,0
1108,"প্রেমে বাড়ে ওজন, বলছে গবেষণা। এ কেমন গবেষণা? ",Neutral,0
1109,"পুলিশের গুলি কেড়ে নিল দুই ইমামের পা, কি অপরাধ তাদের? ",Hateful,1
1110,"গোপন অডিও ফাঁস, সেনাবাহিনীর কাঠগড়ায় হাসিনা। ",Hateful,1
1111,"বাবা বাজার থেকে আসছিলো, ব্যাগের ওৎন বেশি ভেবে বাপের হাত থেকে ব্যাগগুলা নিলাম। কে জানি ছবি তুলে পোস্ট দিছে, এভাবেই মুরব্বিদের থেকে বাজার হাতিয়ে নিচ্ছে এলাকার ছোকরা মাস্তান। ",Neutral,0
1112,"সব শিয়ালের মরুগির স্বাধীনতা চায়, কারণ মুরগী স্বাধীন হলেই, শিয়াল ভাল খাবার পায়। তেমনিভাবে সব লুইচ্চারাই নারীর স্বাধীনতা চায়, করাণ নারী স্বাধীন হলেই লুইচ্চারা লুইচ্চামির সুযোগ পায়। ",Hateful,1
1113,মেয়েদের মুখের ময়দা নিয়ে তো ভালই সমালোচনা করস কিন্তু অলটাইমতো ময়দা মাখা মেয়েদের পিছনেই ঘুরস। ,Neutral,0
1114,আমি কোনো বিশেষজ্ঞ নই কিন্তু হলপ করে বলতে পারি এখানে চারটা মেয়ে আর একটা ছেলে আছে। ,Neutral,0
1115,বিটিএস নিয়ে মিম বানানোর ২ মিনিট পর রেন্ডম বিটিলেস ফ্যান টু মিমার। ,Neutral,0
1116,পুটকি দেখাস? পারলে তুইও দেখা। ,Hateful,1
1117,হটাও আওয়ামীলীগ বাঁচাও দেশ। ,Hateful,1
1118,গত ৫ জানুয়ারি বিএনপির মানুষ পোড়ানো দিবস আর এবার আওয়ামীলীগের জানোয়ার ধরা শুরু দিবস।,Hateful,1
1119,"তারপর আম্মু যখন আমাকে ডেকে এনে জিজ্ঞেস করে,  কিরে তোর মোবাইলে নাকি খারাপ ভিডিও আছে?",Neutral,0
1120,এবার জাবির বাসে ছাত্রীকে ছাত্রলীগ নেতাদের যৌন হয়রানি।,Hateful,1
1121,চট্টগ্রামের প্রাণকেন্দ্র আগ্রাবাদে দেশদ্রোহী দালাল পত্রিকা প্রথম আলো পুড়িয়ে ক্ষোভ প্রকাশ।,Hateful,1
1122,সবার সামনে ওয়াজের মধ্যেই গুলি। ,Hateful,1
1123,"গরু নিয়ে লিখিত রচনা,  এটি একটি আধুনিক গরুর রচনা। ",Neutral,0
1124,"মিথ্যে কথা, সব মিথ্যে কথা। এ আমি বিশ^াস করি না। ",Neutral,0
1125,"ছোট বেলায় ভুলকরে যখন কোনো ফলের বিচি খেয়ে ফেলতাম, বন্ধু- আয় হায় কি করছোস, তোর তো এহন প্যাটের ভিত্রে গাছ হবে। ",Neutral,0
1126,"নেতাজি সুভাষ বলতেন, তোমরা আমাকে রক্ত দাও আমি তোমাদের স্বাধীনতা দেবো। আর এখনকার নেতাজিরা বলেন, তোমরা আমাকে ভোট দাও, আমি তোমাদের গুছিয়ে বাঁশ দেবো। ",Hateful,1
1127,অন্যের ক্ষতি চাইলে তোমার পতন নিশ্চিত সে আজ হোক বা কাল হোক। ,Neutral,0
1128,"আওয়ামীলীগের দুগ্রুপের সংঘর্ষ, যা করলো জনগন। ",Hateful,1
1129,"গার্লফ্রেন্ডের সাথে অভিমান করা আমি, ওর সদ্য পাঠানো ম্যাসেজ আর আমার অভিমান। ",Neutral,0
1130,"আপনারা যখন ভাবছেন টম বেহুশ হবে কিন্তু হয় নাই, ওরে বাটপার। ",Neutral,0
1131,"আওয়ামীলীগের অবস্থা হচ্ছে বন্দুক ধারী রংবাজ এর মত, জায়গা বরাবর ধরলেই চিত পটাং।",Hateful,1
1132,তালপট্টি ভারতকে দিয়ে এবার সব ধরনের গ্যাসের দাম বাড়াচ্ছে আওয়ামীলীগ। ,Hateful,1
1133,"বয়স ধরে রাখতে আমেরিকানরা প্রচুর ফলমুল, সবজি খায়, ব্রিটিশরা ব্যায়াম করে আর বাংলাদেশীরা যুবলীগ করে। ",Neutral,0
1134,আইন-শৃঙ্খলা বাহিনীর খুবই প্রশিক্ষিত অংশ গুম-খুনে জড়িত।,Hateful,1
1135,"দুষ্ট গরুর চেয়ে শূণ্য গোয়াল ভালো, নাই মামার চেয়ে কানা মামা ভালো। ",Hateful,1
1136,আজবতো আমি কেন বলতে যাবো? তুমি গিয়ে বলে এসো। ,Neutral,0
1137,"তোর দাম মাত্র ৫০০ টাকা, তোরে আমি দেইখা ছাড়মু। ",Hateful,1
1138,"প্রেম নয়, ভালোবাসা খুজছি। তাইতো এখনও সিঙ্গেল রয়েছি। ",Neutral,0
1139,"কাচা শরীরে নখের দাগ, আদর না অত্যাচার? ",Hateful,1
1140,"ব্রো, তুমি সে না, যে ক্লাসে বই রেখে ম্যাডাম এর দিকে তাকিয়ে থাক। ",Neutral,0
1141,বিএনপিকে আইনগতভাবে নিষিদ্ধ করা হোক: নাছির।,Hateful,1
1142,গোয়েন্দা রিপোর্ট বলছে শিবিরই করছে গুপ্তহত্যা। ,Hateful,1
1143,"তেমন কিছু না, বিকেলে ঘুরতে বেড়িয়ে যখন কোথাও গাছে ডাব চোখে পড়ে, রাতে লে আমি এবং আমার বন্ধু । ",Neutral,0
1144,বাংলা নোংরা সিনেমাগুলো রোস্ট করার ওস্তাদ ইনি। ,Hateful,1
1145,জবাই দিতে দিতে অভ্যাস হইয়া গেছে। ,Hateful,1
1146,বিল গেস্ট ১৯৯০ সালে একটি কোম্পানির কাছ থেকে ১ লক্ষ ডলার লোন চান। তাকে দেওয়া হয় না। পরে ২০০০ সালে তিনি ঐ কোম্পানিটি কে কিনে নেন। ,Neutral,0
1147,"যখন ফুফাতো ভাই বলে, ভালবাসার আরেক নাম মামাতো-বোন।  ",Neutral,0
1148,আহলে কিতাব এবং কুখ্যাত নুরু রাজাকার পরিবারের পক্ষ থেকে দেশবাসীকে ঈদের শুভেচ্ছা। ,Hateful,1
1149,"আওয়ামী রিমান্ড, গিনেস বুকে রেকর্ডের অপেক্ষায়। সাবাশ্ আওয়ামীলীগ, সাবাশ্! ",Hateful,1
1150,"বন্ধুর কাছে যখন টাকা ফেরত চাই তখন বন্ধুর অবস্থা, তোমায় আমি চিনি না আবার বোধহয় চিনি। ",Neutral,0
1151,"যখন বেস্টফ্রেন্ডকে গিয়ে আমার পাত্রীপক্ষ দেখতে যাওয়ার খবর দেই, তখন আমি আর বেস্টফ্রেন্ড।",Neutral,0
1152,চীন-ভারত প্রকৃত নিয়ন্ত্রণ রেখায় চাই যথার্থ শান্তি ও সুস্থিতি। ,Hateful,1
1153,জাতিসংঘে মিয়ানমারের মিথ্যাচার। এ মিথ্যাচার শেষ হবার নয়। ,Hateful,1
1154,"সৎ উপার্জনে টাকা যেমন কম, সৎ পড়ালেখায়ও নাম্বার তেমন কম। ",Neutral,0
1155,ইসলাম ধর্ম যেমন একটা ভন্ডামী তেমনি বঙ্গ ভবনে আরবী সুরা লিখে রাখাটাও একটা ভন্ডামী- মুনতাছের মামুন।,Hateful,1
1156,পাকিস্তান নাকি ভারত কে জিতবে এই যুদ্ধে? ,Hateful,1
1157,গরু পাচারের মুনাফা পেয়েছেন অনেক রাঘব বোয়ালই। সিবিআই। ,Hateful,1
1158,শুনতাসোস তুই? কানতাসি আমি? ,Neutral,0
1159,"জয় বাংলা না বললে দেশে থাকতে দেয়া হবে না। জনগনের জিজ্ঞাসা, দেশটা কি তোর বাপের? ",Hateful,1
1160,ছাত্রলীগের সক্রিয় কর্মী দিদারুল ইসলাম এর হত্যাকারী আবুল হাসানাত বেলাল গং দের ফাঁসি চাই। ,Hateful,1
1161,জবাই দিতে দিতে অভ্যাস হইয়া গেছে। এখন খালি জবাই দিতে ইচ্ছা করে। ,Hateful,1
1162,যে হাত কুরআন পুড়িয়েছে সেই হাতে আল্লাহর গজব।,Hateful,1
1163,"তুহিন মালিক ইসলামের দুশমন, ফরীদ উদ্দীন মাসউদ আওয়ামীলীগের বন্ধু।",Hateful,1
1164,মুসলমানদের দাবী বাংলাদেশে ইসরাইলী সকল পণ্য নিষিদ্ধ ঘোষনা করতে হবে। ,Hateful,1
1165,অন্যধর্মী কিশোরীদের ধর্ষন পাপ নয়। ,Hateful,1
1166,ইতিহাস সাক্ষী প্লাজু আগে ছেলেরা পরেছে। ,Neutral,0
1167,হাসিনে কঠিন হুংকার দিলো ভারত। কুমিল্লার মুরাদনগরে হিন্দু বাড়ীতে হামলা ও বর্তমান অবস্থা। ,Hateful,1
1168,চাকরি নয় টা থেকে পাঁচটা। ,Neutral,0
1169,"মাহমুদুর রহমান জেল থেকে জয় কে হত্যার পরিকল্পনা কেমনে করল, শেখ মুজিব যেমনে পাকিস্তানে বসে বাংলাদেশ স্বাধীন করছে তেমনে। ",Hateful,1
1170,ছেড়ে দে এটা দিয়ে আমি বাবা হবো। ,Hateful,1
1171,প্রকৃতপক্ষে বন্দুকযুদ্ধ যেভাবে হওয়া উচিৎ। ,Hateful,1
1172,খুনের নেশায় উম্মত্ত আওয়ামী আজ্ঞাবহ পুলিশ ও র‌্যাব।,Hateful,1
1173,নবীজিকে গালি দিবে যারা ফাঁশিতে ঝুলিবে তারা। এই আইন বাংলাদেশের সংসদে পাশ করা হোক। ,Hateful,1
1174,"৫ মিনিট পর আবার মুত, আমি চলে এসেছি।",Neutral,0
1175,এতো দেখেশুনে শেষমেশ এই খাটো লোককে বিয়ে করলি?  আরে! বিপদ যত ছোট হবে ততই তো ভালো। ,Neutral,0
1176,ভারতের সাহায্য চাইলে মুক্তিযোদ্ধা আর পাকিস্তানের সাহায্য চাইলে রাজাকার। ,Hateful,1
1177,হিন্দু থেকে মুসলিম হওয়ার এক ভাইয়ের করুন কাহিনী। ,Hateful,1
1178,গরম পানি দিয়ে গোসল করার ০.০৫৯ সেকেন্ডপর শীতলতা যেভাবে শেষ হয়ে যায়। ,Neutral,0
1179,তুই হচ্ছে একদম নিচের লেভেলের ফাউল। ,Hateful,1
1180,ফেয়ার এন্ড লাভলি মাখার ১ মাস আগে আর ১ মাস পরে। ,Neutral,0
1181,মনডা কয় সিরিজ কাগজ দিয়া তোর তলায় দুইডা ডলা দেই। ,Neutral,0
1182,"বন্ধুরা, অসম্ভব কে সম্ভব করাই আামদের কাজ । ",Neutral,0
1183,পাত্রীকে দেখে কোমায় চলে যাওয়া আমি।,Neutral,0
1184,ক্লাসে কোনো ময়লা না ফেলে ডাস্টবিনে ফেলবে সবাই। ,Neutral,0
1185,"কাঁচে ঘেরা বাঘটি বিক্রয় হইবে, খরচ হয়েছে ১৪৫০০, বিক্রয় হইবে ১২০০০ টাকায় টেবিল সহ আর টেবিল বাদে ৭০০০ টাকা। ",Neutral,0
1186,১ হাজার হাত মাটির নিচে ঢুকিয়ে দেবো।,Hateful,1
1187,"মেয়েরা যখন তার মায়ের শাড়ি পরে,আর ছেলেরা যখন বাবার জামা পরে। ",Neutral,0
1188,বুইড়া ধামরা হইয়া গেছো টাকা চাইতে লজ্জা করেনা। তাইলে বিয়া করাইয়া দেও। ওমা পিচ্চি পোলা কয় কি? নাকে টিপ দিলে দুধ বের হয় আর পোলায় বিয়া করতে চায়। ,Hateful,1
1189,"তামাক খেলে ক্যান্সার, আর মদ খেলে ড্যান্সার। ",Neutral,0
1190,জিন্দাবাদ দিয়ে কোন স্লোগান হবে না ঢাকা বিশ^বিদ্যালয় ক্যাম্পাসে। ,Hateful,1
1191, বিকল্প পথে ফেসবুক ব্যবহারকারীদের উপর কড়া নজর রাখা হচ্ছে। ,Neutral,0
1192,মেলায় হারিয়ে যাওয়া ভাই বোন|,Neutral,0
1193,বারো ভাতারি মেয়েরা যেভাবে দই খায়। ,Hateful,1
1194,ধর্ষণের পর পাওয়া গেল রক্তে রঞ্জিত সেই চাদও ও কুশন। ,Hateful,1
1195,আস্তিক নাকি নাস্তিক জানে আমার রব। তুই বলার কে? ,Hateful,1
1196,এই তুই কি বললি? আমি তোকে দেইখা লমু। ,Hateful,1
1197,ফাপর দিয়া নিজেকে ওস্তাদ ভাবা লোক ইনি। ,Hateful,1
1198,সবই দিয়ে গেলাম। আবার একটি ৫ জানুয়ারি উপহার দিলেই হবে। ,Hateful,1
1199,"রেলস্টেশনে শান্তিমতো বসে থাকা আমি, তখন আব্বু- বাপজী কি আমার উপরে রাগ করেছেন? আরে ফেল তো মানুষ করেই, এইবার বাড়িতে আসেন। ",Neutral,0
1200,"তুই আর আমি তো একই, দুইজনেই গান গাই। ",Neutral,0
1201,জনতার প্রতিরোধ আন্দোলনে বাকশালীরা পালানোর পথ খুঁজছে। ,Hateful,1
1202,"যদি ফিরে না আসি কান্না করো না, জান্নাতের সিড়িতে আমাদের দেখা হবে। ",Hateful,1
1203,"কুলাঙ্গারনামা, একানে এসকল কুলাঙ্গারদের ধর্ম বিরোধী মতামত দেয়া হলো। ",Hateful,1
1204,"সুবর্ণচরের সেই ধর্ষক রুহুল আমীনের জামিন, এ কোন দেশে আছি আমরা। ",Hateful,1
1205,"গ্রাম আর ইনস্টাগ্রাম, এই দুটোর মধ্যে পার্থক্য এখানেই দেখা যায়। ",Neutral,0
1206,"হসপিটালের সিসিটিভি ফুটেজ, কি ঘটেছিল সেদিন? ",Hateful,1
1207,আজ বোধহয় আর রক্ষা নেই।  ,Hateful,1
1208,বিটিএস লাভারদের আপনি কি বলে ডাকেন? ,Neutral,0
1209,২২ দেশের নাগরিক তারা ১৭ ধরনের অপরাধে জড়িত। ,Hateful,1
1210,গাঞ্জা খাইয়াই কুল পাইনা। আবার তোদের সাথে কথা কি বলমু? ,Hateful,1
1211,"মেনশন করুন তাকে, একটা গার্লফ্রেন্ডের জন্য অপেক্ষা করতে করতে যার অবস্থা এমন হয়ে যাবে। ",Neutral,0
1212,খাইছেরে। বেশি কথা বললে কিন্তু খবর আছে। ,Neutral,0
1213,কথায় কথায় ছেলেদের ব্লক মারার ফল। ,Neutral,0
1214,দেশের আভ্যন্তরীন সমস্যায় যদি অন্য দেশের বাহিনী আসে। তাহলে আমাদের সেনাবাহিনীর সক্ষমতা কতটুকু? ,Hateful,1
1215,বন্ধুর প্রয়ান দিনে বাংলাদেশির লাল নিয়ে গেল বিএসএফ। ,Hateful,1
1216,"বই শুধু জ্ঞানই বাড়ায় না, সম্মান ও বাচায়। ",Neutral,0
1217,কারো ব্যবহারে কষ্ট পেয়ে তার পরিবর্তনের কারণ খুঁজতে যাওয়া বোকামি। আসলে তার কোন পরিবর্তন ঘটেনি শুধু তার মুখোশটা খুলে গেছে। ,Neutral,0
1218,"মিজাইন্নার দুই গালে, জুতা মারো তালে তালে। ",Hateful,1
1219,তেমন কিছু না  আমি ও আমার বন্ধু শোনলাম পাশের বাসার হাবলা ছেলে কুদ্দুস নাকি বিয়ে করেছে |,Neutral,0
1220,একদম ডাবল আল্ট্রা মডার্ন লেটেস্ট মাল। ,Hateful,1
1221,গরমে ছেলেরা হাওয়া খায় পেন্ট পরে আর মেয়েরা হাওয়া খায় পেন্টি জাগিয়ে। ,Hateful,1
1222,পকেট থেকে জীবনে ১০ টাকা বের না করা বন্ধুটি যখন গফ নিয়ে রেস্টুরেন্টে যায়। তুই তাহলে ফকির না? ,Hateful,1
1223,"তারপর আর কি! রাগে, দুঃখে, কষ্টে, অপমানে, বালের বিয়ে বাড়ি ছেড়ে চলে আসলাম। ",Neutral,0
1224,"একবার ভাবি, বিয়ে করে বউকে সব সময় জড়িয়ে ধরে ঘুমাবো,কিন্তু যখন ভাবি আমার বিছানা, বালিশ, কম্বলের উপর কেউ রাজত্ব করবে। ",Neutral,0
1225,এইটা একটু দোকানে ফেরত দিয়ে টাকা নিয়ে আয়। ,Neutral,0
1226,"নদীর পানি আপনি নিয়ে যান দাদা। আর লাশটা? আহা তা নিয়ে ভাববেন না, লাশটা আমি নিয়ে নিলাম। ",Hateful,1
1227,ভালো না থাকলেও সবাইকে ভালো আছি বলতে হয়। ,Neutral,0
1228,চট্টগ্রামে স্কুল শিক্ষার্থীদের প্রসাদ খাওয়ানো ও হরে কৃষ্ণ হরে রাম বলানোর তীব্র প্রতিবাদ করুন। ,Hateful,1
1229,স্যার যখন বলে যারা বই আনো নাই তারা দাড়াও। ,Neutral,0
1230,"পাগলে কিনা বলে, ছাগলে কিনা খায়? দিলীপ ঘোষ একটা পাগল। ",Hateful,1
1231,"সময় শেষ সরকারের, বছরের শুরুতে বড়ো ধাক্কা খেলো সরকার। ",Hateful,1
1232,তিনি সন্তানদের কোন নৈতিক শিক্ষা দিতে পারেন নি। এক ছেলেকে হত্যা করায় অন্য ছেলের যাবজ্জীবন।,Hateful,1
1233,"দোস্ত, রাতে তোরে নিয়ে একটা স্বপ্ন দেখছি, তাই নাকি তো কি দেখলি? বাদ , দে যা মনে আসতাছে তাতো পিকচারে আছে কিন্তু বলা যাবে না। ",Hateful,1
1234,"সব মেয়ে যুদি এমন হতো , বুদ্ধি টা কিন্তু চরম ছিলো। ",Neutral,0
1235,যখন মাঝ রাতে হিসি করতে উঠে দেখো তোমার সামনে সাদা শাড়ি পড়ে কেউ দাড়িয়ে আছে। ,Neutral,0
1236,ভারতের সাবমেরিন বার্মাকে দেওয়ার মূর কারণ কি? মুখোমুখি হলে কে জিতবে? ,Hateful,1
1237,"এখনকার দিনে মেয়েরা যেভাবে ছেলে ধরে আর ছাড়ে, কারেন্ট এর থেকে ভালো আছে ধরলে আর ছাড়েনা। ",Neutral,0
1238,"পড়াশুনা করে মানুষ হবি,আরে না মদ খাবি মানুষ হবি!",Hateful,1
1239,"আচ্ছা একটু পর নিছ, এখন একট কাজ আছে, পরে আমি  তোর কাছে যামু । ",Neutral,0
1240,অস্থির বিনোদন। এমন বিনোদন আর কখনো দেখেন নাই। ,Neutral,0
1241,তেজাস নিয়ে বাংলাদেশীদের এ কেমন ধারণা?,Hateful,1
1242,"আমার নতুন বয়ফ্রেন্ড সবার মতো না, ও সবার থেকে ভিন্ন। ",Neutral,0
1243,"এই হাসি ভালোবাসার হাসি নয় রে পাগলা, এই হাসি ভাড়া কমানোর হাসি। ",Neutral,0
1244,মায়ের ইচ্ছা ওকে যেন জনগনের সামনে ফাঁসির দড়িতে ঝুলায়। ,Hateful,1
1245,জাতীয় সংগীতের অপ্রকাশিত ভয়াবহ বাকি ১৫ লাইন।,Hateful,1
1246,"কি দিয়ে ধর্ষণ যার ফলে মারা গেল আনুশকা, আনুশকা ধর্ষণ নিয়ে নতুন তথ্য দিল হুজুর। ",Hateful,1
1247,শাশুড়ির সাথে সহবাস করতে রাজি না হওয়ায় খুন হলেন জামাই। ,Hateful,1
1248,"একদিন বউকে এভাবে মারবো, কাজ না করলে। ",Hateful,1
1249,কে বেশি চিল্লায়? কাউয়া না মেয়েরা? ,Hateful,1
1250,হুজুররা যখন কৌতুক করে চরম হাসির ওয়াজ করে তখন ধর্মীয় মূল্যবোধ আর থাকে না। ,Hateful,1
1251,ফিরে দেখা আনুশকা দিহান ট্রাজেডি। ,Hateful,1
1252,বেরিয়ে আসছে ভয়ংকর তথ্য? ইরফান সেলিম ৩ দিনের রিমান্ডে। ,Hateful,1
1253,"আমার জন্য চা বানাতে যাচ্ছি শুনলেই বাসার সবাই, আমারেও একটু দিস। ",Neutral,0
1254,"আমি শালা সেই দিনের অপেক্ষায় আছি, যেদিন কোনো মেয়ে কমেন্টে বলে উঠবে, জানু তোমার পোস্ট দেখেই আমি পটে গেছি। ",Neutral,0
1255,শেখ মুজিব হত্যার জন্য ফেঁসে যাচ্ছে তথ্যমন্ত্রী হাসানুল হক ইনু।,Hateful,1
1256,তোর ব্যাঁকা মুখের কার্টুন ভার্সন দেখতে আমরা আগ্রহী নয়। ,Hateful,1
1257,"যে মেয়ের কলম কামড়ানোর অভ্যাস আছে, তাকে ভুলেও বিয়ে করবেন না। মনে রাখবেন, একটি দূর্ঘটনা সারা জীবনের কান্না। ",Neutral,0
1258,সিজিদদার দাদি অনুযায়ী আমরা যেটা। ,Neutral,0
1259,ঐ ফকিন্নির বাচ্চারা আমার জুতা ছিড়ছে কেডা? ,Hateful,1
1260,তারেক আমাকে মারার জন্য ফোনে ব্লু হোয়েল গেইম ইন্সটল  করে দিছে। আমি আর বাচুম না।,Hateful,1
1261,কিরে তোর প্যান্টের পকেটে লাইটার কেন? আগুন সাথে থাকলে ভূতে ধরে না তাই। ,Neutral,0
1262,আমার অর্ধেক জীবন পার হয়ে গেছে এই চুদিরভাইকে আমি মানুষ না অমানুষ তার প্রমান দিতে দিতে। ,Hateful,1
1263,তর কি ব্রা লাগব? দুধ গুলা তো মাগার অনেক বড় হইছে। ,Hateful,1
1264,"পহেলা বৈশাখঃ বাঙালীর বজ্জাতি, হুজ্জাতি আর লুইচ্চামির দিন। ",Hateful,1
1265,"দিহান ফাসিয়ে দিল বাবাকে, ধরা খেয়ে বাপের নাটকবাজী। ",Hateful,1
1266,নাস্তিক্যবাদি প্রথম আলোর নাস্তিক্যবাদি কার্টুন।,Hateful,1
1267,"যখন আমি ১৩ টা সাবজেক্টে ফেল মারি, আমার সর্বনাশ হয়ে গেল রে। ",Hateful,1
1268,"দিহান, আনুশকা সম্পর্কে যা বললেন চরমোনাই পীর সাহেব। ",Hateful,1
1269,শেখ হাসিনা আছে বলেই করোনা প্রতিরোধ করতে পারছি- আবাল নাসিম। ,Hateful,1
1270,বাংলাদেশের কাছে অস্ত্র বিক্রি করতে চায় ডোনাল্ড ট্রাম্প। ,Hateful,1
1271,আমার পুষি ভীষণ ভালো মাছ খায় না মোটে। দুধ দিয়ে ভাত মেখে দিলে খায় সে চেটেপুটে। ,Neutral,0
1272,"মৃত্যুর পরে কোনো জীবন নেই। এগুলা ভুয়া কথা বলা নাস্তিক আবার বলে, ওপারে ভালো থাকবেন স্যার। ",Neutral,0
1273,ছিঃ তাপমাত্রা ছিঃ। এভাবে এতো নীচে নামতে পারলি! ,Hateful,1
1274,"হ্যাঁ ভাই আমার ১০ টা বাচ্চা হইছে, কারন আমি বন্ধুর ট্যাগ লিস্টের ২য় জন ছিলাম। ",Neutral,0
1275,"ভোগান্তি যার যার , উন্নয়ন শেখ হাসিনার।",Hateful,1
1276, সরকার দলের হলে ৭৬ মামলায়ও জেলে যেতে হয় না আর বিপক্ষে থাকলে জামিন পেয়েও জেলে থাকতে হয়। ,Hateful,1
1277,"অনলাইনে বিক্রিকরব, পাছায় থাপ্পড় পরবে না ভেবে খুশি হওয়া গরু। ক্রেতা থাপ্পড় দিয়ে ভিডিও পাঠাতে বলেছে, জানতে পারার পর গরু।",Hateful,1
1278,বঙ্গবন্ধুর ভাস্কর্য নিয়ে এতদিন পর লাইভে মুখ খুললেন মিজানুর রহমান আযহারী। প্রধানমন্ত্রী অবাক। ,Hateful,1
1279,"শেখ হাসিনা মেরেও জিতেছে, কেঁদেও জিতেছে - বঙ্গবীর কাদের সিদ্দিকী। ",Hateful,1
1280,সরকারি স্কুলে কমছে গরমের ছুটি। এটা কোভিড এর প্রভাবের জন্যই করা হয়েছে। ,Neutral,0
1281,এর চোদেন তো ভাই আর টিকে থাকা যায় না। ,Neutral,0
1282,খানকি! তুই অহনো জিন্দা আছোস?    ,Hateful,1
1283,খালেদা জিয়া এতই গরীব যে এতিমদেরে টাকা মেরে দিয়েছে। চুপ থাক বেয়াদ্দব। ,Hateful,1
1284,"তারপর যখন আমার এক বন্ধু বলে, কিরে যে মেয়েটার সাথে কথা বলছিলি দেখতে কেমন রে? আমি, একদম লেটেস্ট মাল ডাবল আল্ট্রা মডার্ন। ",Hateful,1
1285,"একদম লেটেস্ট মাল, মালটারে চুদতে পারলে ভালোই হইতো।",Hateful,1
1286,উন্নয়নের জোয়ারে লুঙ্গী আজ বিপদ সীমার কাছাকাছি পৌঁছে গেছে। ,Hateful,1
1287,হাসপাতালে কাতরাচ্ছে ধর্ষণের শিকার তিন স্কুল ছাত্রী। ,Hateful,1
1288,"মগের মুল্লুক আর কাকে বলে? যে চোর ধরল, তাকেই চোর বলে ফাঁসি দিল। ",Hateful,1
1289,বুকের মধ্যে বঙ্গোপসাগরের হুশিয়ারি সংকেত চলতেছে। ,Hateful,1
1290,ঐ আমার কান্দন আহে না ক্যান? কান্দন আহে না ক্যান? ,Hateful,1
1291,উত্তম-মধ্যম ভাবে কেলানি খাওয়ার পর আমার অবস্থা। ,Neutral,0
1292,জীবনা কেমন ঘড়ির মতন হয়ে গেছে প্রয়োজন ছাড়া কেউ তাকায় না। ,Neutral,0
1293,"মধুমাস শুরু হয়েছে, ওষুধ দিয়ে ফল পাকিয়ে অনেক আগেই আমরা মধুমাস শুরু করেছি। ",Neutral,0
1294,"বাংলাদেশে গুরু জবাই বন্ধের দাবি হিন্দু, বৌদ্ধ,খ্রিষ্টান ঐক্য পরিষদের । এদের চিনে রাখুন, সাহসের প্রশংসা করতে হয় এসব কুলাঙ্গারদের। ",Hateful,1
1295,উফফ! কবে যে বউ পিটামু? আর যে দেরি সয় না। ,Hateful,1
1296,তুমি তো আমারে টেনশনে ফালাই দিলা মিয়া। ,Neutral,0
1297,"হ্যা ভাই, আমি মাইর খাচ্ছি কারণ বান্ধবীর ফোনের চার্জ অনুযায়ী আমি ৭৭ টা জুতার বাড়ি খাবো। ",Hateful,1
1298,"তেমন কিছু না , স্যার ছাগল বলায় নিজের আর ছাগল এর মাঝে মিল খুজতেছি। ",Neutral,0
1299,পৃথিবীর এক মাত্র চোর যে হাজার বার জেল খাটার পরেও চুরি করা বাদ দেয়নি। ,Neutral,0
1300,"বিরক্ত করবেন না , সামনে পরীক্ষা।  কিন্তু বাস্তবে এ কি দেখা গেল?",Hateful,1
1301,বন্ধুর সাথে বাজি হইছে এই চেয়ারে বসলেই ৫০০ টাকা। ,Neutral,0
1302,ভারত-পাকিস্তান যুদ্ধ হলে কোন দেশ কার পক্ষ নিবে? ,Hateful,1
1303,"আমি একটি নতুন কবিতা লিখেছি, খুব ভালো কবিতার নাম কি দিয়েছেন? নতুন কবিতা।   নতন তো বুঝলাম কিন্তু নাম কি ? ",Neutral,0
1304,একটা তীর ধনুক থাকলে হোগার উপর মেরে দেখিয়ে দিতাম অর্জুন কাকে বলে। ,Hateful,1
1305,"বিদায় আমাদের কাইশ্যা, আমরা মর্মাহত। ",Neutral,0
1306,সু-প্রভাতের সেই গাড়ি চালক গাঁজা না খেয়ে গাড়ি চালাতে পারে না। ,Hateful,1
1307,পাকিস্তানের ভয়ে ভারতের মাথা বেথা। ,Hateful,1
1308,তোগো কথা কি কমু হালা! তোরা না সারাদিন সারাদিন সিরিয়ার দেখোস?,Hateful,1
1309,যদি তুই পিচ্চি হান্নান হও আমি তাইলে পুতিন শালা।,Hateful,1
1310,ব্যাপারটা বুঝতে একটু সময় লাগবে। ,Neutral,0
1311,"উত্তাল ঢাকা, ধর্ষক দিহানের ফাঁসি চাই। ",Hateful,1
1312,"গোসল ট্রাজেডি শোনার পরে ছেলের জিএফ, ও মা! তাই? ",Neutral,0
1313,"আমরা সেই জাতি, যারা ছোট বেলায়ও এইটা দিয়া খেলি, আবার বড় হইয়াও এইটা দিয়াই খেলি। ",Neutral,0
1314,"ছাদে কাপড় শুকাতে গিয়ে ধর্ষণের শিকার, লজ্জায় আত্মহত্যা কলাবাগানে। ",Hateful,1
1315,দরজা বন্ধ করার পর আমি। ,Neutral,0
