,text,label,target
432,"তোমায় নিয়ে কেমনে বাধিব ঘর, ১০০ টাকা রিচার্জে ২৭ টাকা কর। ",Neutral,0
433,পিরিতের রসে তোরে ভিজাইয়া দিমু।    ,Hateful,1
434,"মাহফিলে পুলিশের বাধা, দাঁত ভাঙ্গা জবাব দিলেন আমির হামজা। ",Hateful,1
435,"দুজন মিলে নবীজীর দেশে আসছি, কারণ আমি ওর ট্যাগ লিস্টেও প্রথমে ছিলাম। ",Neutral,0
436,নৌকার প্রার্থীর কাছে কাবু বিএনপির সাবু। ,Neutral,0
437,কল্যান পার্টির সরকার পতনের দোয়া। ,Hateful,1
438,ভিক্ষুদের বর্বরতা মাত্র ছাড়িয়ে গেছে। ,Hateful,1
439,"একটা বিবাহিত মেয়ের পিছনে এত পাগল হয়েছি দেকার পর, আমার চাচাত ভাই। ",Neutral,0
440,"মাস্ক পড়ার সবচেয়ে বড় সুবিধা হল, এটা  আমার বিশ্রী মুখ ঢাকতে সাহায্য করে|",Neutral,0
441,মিমের সাথে আমার রিলেশন চলাকালীন মিমের জন্য পাগল হ্যান্ডসাম ছেলেটা। ,Neutral,0
442,ইউএনওর উপস্থিতি টের পেয়ে বাসর ঘর রেখে পালালো নবদম্পত্তি। ,Neutral,0
443,"জিয়া জিয়ারে জিয়ারে, চুপ থাকো বেয়াদব কোথাকার। ",Hateful,1
444,ইশ! আবার ইংরেজী মারাও ?  ওয়ান টু তে খালাস কইরা দিমু।,Hateful,1
445,"না চাইতেও ছেলে বন্ধুর সাথে বাসর রাত কাটাচ্ছি, কারণ আমি বন্ধুর ট্যাগ লিস্টের ৩য় ব্যাক্তি । ",Hateful,1
446,তুই আমারে চ্যালেঞ্জ করতাছোস?   তোরে আমি কিন্তু দেখাইয়া দিমু। ,Hateful,1
447,"আমি নরেন্দ্র মোদি, কাজ করছি চায়না-মাল নিয়ে। ",Neutral,0
448,"কি এক বিপদে পড়লাম, কোনো কিছু নড়লেই মনে হয় ভুমিকম্প হইতেছে। ",Neutral,0
449,"লেগেছে রে লেগেছে রক্তের আগুন লেগেছে। ম্যাক্রোর গালে গালে, জুতা মারো তালে তালে। ",Hateful,1
450,তুই শালা জাতীয় বেইমান।  তোরে আমি বিশ^াস কইরা ভুল করছি। ,Hateful,1
451,বাবরি মসজিদ ধ্বংসের ২৬ বছর পুর্তি। ,Hateful,1
452,"বাইরে বৃষ্টি হচ্ছে, বউ বলে, বুঝছি আজকে আমার খবর আছে। ",Neutral,0
453,"এই,আমার জুতাটা সুন্দর হইসে না? বসুন্ধরা সিটি থেকে কিনেছি। ",Neutral,0
454,কেউ যখন এসএসসি কে সসচ বলে। ,Neutral,0
455,"রানু পাগলীর গান এর আওয়াজ সবার কানে পৌছায়, কাস্মীরের মুসলমানদের আওয়াজ কানে পৌছায় না। ",Hateful,1
456,"দাদা, আমার ছেলে জয়ের হাজার কোটি টাকা লুটের খবরতো দেশবাসীর মুখে মুখে, নিজামীর ফাঁসী দ্রুত কাযকর করেন। দেশব্যাপী খালেদা জিয়ার নামে মানহানি মামলা করুন। ",Hateful,1
457,আমৃত্যু কারাদন্ডাদেশ প্রাপ্ত রাজাকার সাঈদীর মুক্তি নয় ফাঁসি কার্যকর দেখতে চায় দেশব্যাপী। ,Hateful,1
458,আমরা গরিব হইতে পারি কিন্তু ফকির মিসকিন না।,Hateful,1
459,"কুলাঙ্গার লতিফ সিদ্দিকী হজ ও প্রিয়নবীকে কটাক্ষ করল, তরিকত ফেডারেশন ও জশনে জলুসের আশেকে রাসুল (সঃ) গেল কোথায়? ",Hateful,1
460,"মৃত্যুর আগে খাটে বসে যে ৩ টি কথা বলেছিলো আনুশকা, আমার পিছনে দিও না। ",Hateful,1
461,আঃলীগের দেয়া তথ্যের ভিত্তিতে তারাই সবচেয়ে বড় যুদ্ধাপরাধী রাজাকারের দল। ,Hateful,1
462,আপনি জাহান্নামে যেতে পারেন। এই তুই কী বললি? সাহস থাকলে আবার বল। ,Hateful,1
463,"পরকিয়ার অভিয়োগে স্ত্রীকে গলা কেটে হত্যা, তবুও বন্ধ করা হবে না ভারতের চ্যানেল।",Hateful,1
464,আওয়ামী ধর্ষক মিডনাইট এমপি নাজিম উদ্দিন আহমেদের কান্ড।,Hateful,1
465,"জামাই শাশুড়ির বিয়ের আসল কারন, সত্য ঘটনা ফাস। ",Hateful,1
466,"মাঝে মাঝে নিজেকে আয়নায় দেখে আমি অবাক হই, এই যুগে এখনো একজন ভালো মানুষ আছে। ",Neutral,0
467,যে নিজে চলতে সক্ষম নয় সে কিভাবে অন্যকে খুন করে? পুলিশের অত্যাচারেই আমার সন্তান মারা গেছে। ,Hateful,1
468,"কোয়েল মল্লিকের সেক্স ভিডিও ফাস, বাচ্চারা দেখবেন না। ",Hateful,1
469,"আজকে জুম্মার দিন বলে একটা পিক তুল্লাম ফেসবুক এ  জুম্মা মোবারক লিখে আপলোড দিব বলে।, ",Neutral,0
470,রানু মন্ডল নিজেকে শেষ করে দিলেন। ,Hateful,1
471,"স্যারের কাছে প্রাইভেট পড়া পোলাপান ফেল করার পর, তুই শালা জাতীয় বেইমান।",Hateful,1
472,"বাইরে থেকে এসে দেখি খাটে বউ নাই, অনেক খোঁজাখুঁজির পর মনে হইল দূর বিয়াই তো করি নাই। ",Neutral,0
473,শিয়া মতবাদ হলো মূলতঃ ইহুদী মতবাদের দ্বিতীয় সংস্করন। ,Hateful,1
474,"কি সাংঘাতিক মেয়েরে বাবা, পাশে বসে ঘাড়ে হাত দিতে বলে। ",Hateful,1
475,এই শহরে আমার মতো ক্রিমিনাল আর একটাও নাই।,Hateful,1
476,সবগুলোকে আজকে ভবের পিডান পিডামু। ,Hateful,1
477,দুর্নীতিবাজ পুলিশ দিয়ে অভিযানের নামে সাধারণ মানুষকেই হয়রানি করা হবে। ,Hateful,1
478,"যখন কেউ বলে, নিজের খেয়াল রেখো। ",Neutral,0
479,ধর্মভিত্তিক রাজনীতি নিষিদ্ধ ঢাকা বিশ^বিদ্যালয়ে। ,Hateful,1
480,যখন মাস্ক পরে শিশ বাজানোর পর দেখি পাশের এক মহিলা আরেকজনকে গালি দিচ্ছে।,Neutral,0
481,বিয়ে করা আর মোবাইল কেনার পর একটাই আফসোস হয় ইসস! আর কিছুদিন অপেক্ষা করলে আরো ভালো মডেল পাইতে পারতাম। ,Neutral,0
482,"আজ থেকেই ছেঁড়া জুতা সংগ্রহ করুন, ১৪ ফেব্রুয়ারি তে কোন নাস্তিককে প্রকাশ্য চুমু খেতে দেখলে ছুড়ে মারুন। ",Hateful,1
483,পয়লা বৈশাখের কথিত মঙ্গল শোভাযাত্রা আর হিন্দু সম্প্রদায়ের রথযাত্রার মধ্যে পার্থক্য কোথায়? ,Hateful,1
484,দুর! মিয়া বোতলের সাইজ এত ছোট কে? স্যার আমি তো আপনার আর আপনার মেয়ের কাছ থেকে শিখতাছি। ,Hateful,1
485,"প্রিয় আত্মীয়রা, রেজাল্ট জানতে চাওয়ার কিছু নেই ভালো হলে কর্তৃপক্ষ নিজ দায়িত্বে জানিয়ে দিবে। ",Neutral,0
486,বুকে আয় ভাই। আয় তোরে অনেকদিন পর্যন্ত খুজতেছি। ,Neutral,0
487,কেউ চার্জ দেওয়া অবস্থায় মোবাইল টিপবেন না। কারণ আপনি যখন খাবার খান তখন যদি আপনাকে কেউ গলা টিপে ধরে কেমন লাগবে? ,Neutral,0
488,প্লিজ আমার ছবি তুলবেন না। ,Neutral,0
489,"রেষ্টুরেন্টে বিকাশে বিল দেয়া বন্ধু , আমরা হইলাম অতি উচ্চ বংশ। ",Neutral,0
490,"বাংলাদেশ একটি ৫৪ হাজার বর্গমাইলের কারাগার, বাকশালীদের কারণে দেশের স্বাধীনতা বলতে কিছু নাই। ",Hateful,1
491,"পায়ের কাছে গাঁড় না মারিয়ে, এটা খা শালা। ",Hateful,1
492,ছ্যাঁকা খেয়েছেন? সেটা বড় কথা নয়। প্রেমে অংশ গ্রহণ করতে পেরেছেন এট্ইা বড় কথা। ,Neutral,0
493,"দাড়া, দুটো বাল ছিড়ে তার হাতে দেই। ",Hateful,1
494,"ওয়াসরুমে গিয়ে এত ঠান্ডা পানি দেখার পর আমি, মারছেরে হোগা। ",Hateful,1
495,ওরাই আবরারের খুনি। ওদের ফাঁসি কার্যকর করতে হবে।,Hateful,1
496,"ছবিটির মাঝে লুকিয়ে থাকা ঈমান, দুঃসাহস, ভালবাসা, ক্ষোভ আর প্রতিবাদের ভাষা বোঝার ক্ষমতা আছে কি? ",Hateful,1
497,জীবনে প্রথমবার কক্সবাজারে যাওয়ার পর বাঙালি। ,Neutral,0
498,"যে পন চায়, তাকে ভিক্ষা দিন মেয়ে নয়|",Neutral,0
499,"যখন তুমি ক্লাসে ব্যাগ থেকে পানির বোতল বের করো, ভাই আমাকেও একটু দিস। ",Neutral,0
500,"ভালোবাসাটা শাহজাহানের চেয়েও কম ছিলো না, শুধু টাকার অভাবে তাজমহল বানাতে পারি নি। ",Neutral,0
501,"অন্যের ক্ষতি করা থেকে বিরত থাকুন। অন্যের ক্ষতি করলে, নিজেরও ক্ষতি হবেই। তাই অন্যের ক্ষতি করে নিজের ক্ষতি ডেকে আনবেন না। ",Hateful,1
502,"মেয়েরা অন্যান্য সময়, মেয়েরা ফুসকা খাওয়ার সময়। ",Neutral,0
503,শান্তিতে বসে থাকা হিমু আর রুপার চরিত্র খারাপ এটা বারবার মনে করিয়ে দেয়া ভাইয়া। ,Neutral,0
504,"বাবা ছিল কম্বল চোর, আমি হলাম ভোট চোর। ",Hateful,1
505,এখনকার দিনে ৭০% মেয়েরা এভাবে সেলফি তোলে। ,Neutral,0
506,"আমি কৃষ্ণ, তুমি রাধা। চাকরি না পেলে আমি বোন, তুমি দাদা। ",Neutral,0
507,"ছাত্রলীগ, যুবলীগ, আওয়ামীলীগ একটি জঙ্গি, সন্ত্রাসী সংগঠন। এদের নিষিদ্ধ ঘোষণা করা হোক। ",Hateful,1
508,৫ বল খেলে লাস্ট বলে সিঙ্গেল নেওয়া মানুষগুলার মতো ক্রিমিনাল আর একটাও নেই।,Hateful,1
509,এইমাত্র যুবলীগের নেতাকে বেধরক পেটালো বিএনপি। ,Hateful,1
510,ঠিকঠাক মত শুয়ে পরার পর যখন মনে পরে এয়ারফোন টেবিলে। ,Neutral,0
511,"তাদের পরিকল্পনা ছিল, নিজেদের ভিডিও করে পর্ণগ্রাফিতে ছেড়ে টাকা ইনকাম। ",Hateful,1
512,যখন দেখি চাচাতো ভাই আমার সর্বনাশ করতে যেয়ে আরো উল্টা সে-ই অপমানিত হচ্ছে। ,Neutral,0
513,তুই আমারে চ্যালেঞ্জ করতাছোস?   তোরে আমি কিন্তু দেখাইয়া দিমু। ,Hateful,1
514,অবশেষে হেফাজত ইসলামের শাপলা চত্তরে হত্যার সকল প্রমানসহ গোপন তথ্য ফাঁস। ,Hateful,1
515,হুজুরদের কতা আর সহ্য করা হবে না। ,Hateful,1
516,"ভাতে মারবে ভারত, বাংলাদেশে ৫০ হাজার বেড হাসপাতাল বানাবে চীন-তুরস্ক-সৌদি। ",Hateful,1
517,যেীন জাগরনের এইডস সরকারের অবস্থা দেখুন। রাস্তার মধ্যে তেতুল লীলায় মেতে উঠেছে। ,Hateful,1
518,"এক আনুশকার মৃত্যু, হাজারো আনুশকা ভাদ্র মাসের কুকুর হয়ে গেছে। ",Hateful,1
519,"তুই আর আমি তো একই, দুইজনেই গান গাই। ",Neutral,0
520,"কোনো উপায় না দেখে বাড়িতে যখন বলি, আব্বু আমি বিয়ে করতে চাই । ",Neutral,0
521,"মন খোলো, পৃথিবী খুলে যাবে। আমি তো সব খুলে ফেলেছি, পৃথিবী খোলে না কেন? ",Hateful,1
522,"বিএনপি কর্মীদের ধরে প্রথমে পায়ে, পরে বুকে গুলি করুন। ",Hateful,1
523,ঢিল মারার সময় যখন পিওন আমাকে দেখে ফেলে। ,Neutral,0
524,"জয় বাংলা, বাংলার জয়। এটাই হলো বর্তমান বাংলাদেশের স্লোগান। ",Neutral,0
525,এই নিমকহারামীর দলকে বঙ্গবন্ধু চিনতে পারেন নি। ঠিক তেমনি আ ক ম মোজাম্মেল হককেও শেখ হাসিনা চিনতে পারেন নি। ,Hateful,1
526,"দুই স্ত্রীর কাছে ৩ দিন করে থাকবে স্বামী, আর একদিন অফ ডে। ",Neutral,0
527,"আমার সাদা মনে একটাই প্রশ্ন নারী পুরুষের তো সমান অধিকার তাহলে শাড়িতে ব্লাউজের পিস দিলে, লুঙ্গি তে জাঙ্গিয়ার পিস দেবে না কেন ? ",Neutral,0
528,গণহত্যার পুনরাবৃত্তি দেখতে নৌকায় ভোট দিন। ,Hateful,1
529,আব্বার কাছে বিয়ের কথা বলায় প্রতিবার কেলানি খাওয়ার পরেও যখন আর একবার বলতে যাই। জানি হোগায় লাথি খেতে হবে তাও একটা শেষ চেষ্টা করব। ,Hateful,1
530,"ঘৃণা ঝগড়া বাড়ায়, কিন্তু প্রেম সব অধর্ম ঢেকে দেয়। ",Hateful,1
531,"পাগলী তিন প্রকার, আইসক্রিম পাগলী, চকলেট পাগলী, ফুচকা পাগলী। ",Neutral,0
532,আওয়ামীলীগ আর ভারতের যৌথ কুট চালে দেশের মানুষের শেষ। ,Hateful,1
533,"অনলাইন ক্লাসে স্যার যখন বলে এখন পড়া ধরব, তার ০.০০৫ সেকেন্ড পর আমি। ",Neutral,0
534,প্রশ্ন দেখার পর মিডলবেঞ্চার। তার যে অবস্থা হয় সেটাই এই ছবিতে দেখতে পাচ্ছেন। ,Neutral,0
535,ইংরেজি পরীক্ষায় ৩৩ না পাওয়া ছাত্র-ছাত্রীগণ যখন ফেসবুকে ইংরেজিতে বড় বড় ক্যাপশন দেয়। ,Neutral,0
536,"লিটন ভাইয়ের দুধের আইসক্রীম, কিসের দুধ ?",Neutral,0
537,আমরা কি মুসলমান? আর কি দিয়ে প্রমান করতে হবে যে আওয়ামীলীগ ইসলামের দুশমন। ,Hateful,1
538,"বল্ট নারী সম্পর্কে কিছু বলোতো, বড়ই অদ্ভুত এই নারীকুল। ",Neutral,0
539,"জানি সব ধ্বংস হয়ে যাবে, তাও একটা শেষ চেষ্টা করবো। ",Neutral,0
540,আর কত সহ্য করবো হে বিধাতা। ,Hateful,1
541,"ভারতের সঙ্গে বন্ধুত্বকে আমরা খুব গুরুত্ব দিয়ে থাকি, গুরুত্ব না দিলে তো আওয়ামীলীগের গোয়া মারা সারা। ",Hateful,1
542,দেশের বাজারে সয়লাব ভারতীয় ভোজাল খাবার অবাধে চলছে। বাংলাদেশে এসব পণ্য নিষিদ্ধ করতে হবে। ,Hateful,1
543,আমার তো হোগা মারা শ্যাষ। আমি এখন আমি কি করমু? ,Hateful,1
544,কসাই সেনাপ্রধানের রোহিঙ্গা গণহত্যায় সমর্থন কসাই সুচির।,Hateful,1
545,"মেরে ফেললে ফেলুক, কাফনের কাপড় পরে প্রস্তুত আছি। ",Hateful,1
546,মেনশন করুন এত বুদ্ধি যার মাথায় হতে পারে। ,Neutral,0
547,হতচ্ছাড়া টা যে কোথায় গেলো?,Neutral,0
548,আজ এ পর্যন্তই তবে ভালো লাগলে রিয়েক্ট দিয়েন।,Neutral,0
549,যখন সারা দিন জীবনে নানা ধরনের বাঁশ খাবার পর টিভি ধরিয়ে দেখি থ্রি-ইডিয়ট চলতেছে। ,Neutral,0
550,কোনোদিনও ভেবেছিলে ফেসবুকে আমার মতো এতো ভালোমানুষের সঙ্গে তোমাদের পরিচয় হবে। ,Neutral,0
551,শিক্ষা মন্ত্রণালয়। এই হল তার বর্তমান অবস্থা। ,Neutral,0
552,মাছ রান্নায় করনি কেন? মাছটাকে মারতে পারলাম না। কিভাবে মারার চেষ্টা করেছিলে? কেন! পানিতে চুবিয়ে। ,Hateful,1
553,বাংলাদেশের জন্য একটা আন্তর্জাতিক মানের গণতন্ত্র বানাইলাম। ,Hateful,1
554,"তেমন কিছু না, শুক্রবারে জুম্মার পর আল্লাহর কাছে মনেপ্রাণে দোয়া করছি যাতে আমার তাড়াতাড়ি বিয়ে হয়। ",Neutral,0
555,"পানিতে যখন নেমেছি মাছ আমি ধরবোই, ভালো যখন বেসেছি বিয়ে আমি করবোই। ",Neutral,0
556,"বলতো, সানিলিওন কত বছর বয়সে প্রথম যৌন মিলন করে? ",Hateful,1
557,শ্রমিকলীগ নেতার স্ত্রীর দাপট। নেতার স্ত্রীর দাপটে টেকা দায়। ,Hateful,1
558,চুদেই মেরে ফেলবো তোমায়। পিরিতের রসে তোরে ভিজাইয়া দিমু। ,Hateful,1
559,যাদের নাম টি বা এন দিয়ে শুরু হয় তাদের এক্সের সংখ্যা প্রচুর।,Neutral,0
560,কখনো এই চিন্তা মাথায় স্থান দিবা না।,Hateful,1
561,"পরে যখন জানতে পারি এই মেয়েটি আমাদের একানে রাধুনী হয়ে কাজ করতে এসেছে, তখন আমি। ",Neutral,0
562,স্ট্যাচু অফ লিবার্টি যদি বাংলাদেশে হইতো। ,Neutral,0
563,আওয়ামীলীগের অনেক গুন তার মধ্যে অন্যতম দিনে-দুপুরে মানুষ খুন। আর কত রক্ত চাই খুনি হাসিনার? ,Hateful,1
564,বউ এর চেয়েও শালি সুন্দর হলে যা হয় আর কি। ,Neutral,0
565,"ওরে মাগী!    জোরে দে, জোরে দে। জোরে জোরে লাগা।",Hateful,1
566,"এস,এস,এফের দাত ভাঙ্গার সাহস। দেশ এভাবে চলতে পারে না। ",Hateful,1
567,"জনাব এখন বাংলাদেশে কি চলতেছে? এখন বাংলাদেশে চ্যাট লিস্টে এর ১ম, ২য় ও ৩য় ব্যাক্তির মিম চলতেছে। ",Neutral,0
568,গাজায় স্থায়ী যুদ্ধবিরতি: ইসরাইলের বিরুদ্ধে হামাসের বিজয়। ,Hateful,1
569,"কয়েক দিন ধরে কিছু খাচ্ছে না, খুব চিন্তায় পরে গেছি। ",Neutral,0
570,"ভাঙা সংসার ঠিকঠাক ভাবে জোড়া লাগিয়ে দেয়ার পর, রুপা, এই শহরে আমার মতো গৃহিনী আর একটাও নাই। ",Neutral,0
571,পড়ালেখা পুটকি দিয়ে ঢুকিয়ে দেবো।,Hateful,1
572,দোস্ত কপি কর জাস্ট একটু ঘুরায়া লিখিস। ,Neutral,0
573,পাপিয়ার অধীনে কাজ করতো ১৭ শত সুন্দরী নারী। ,Neutral,0
574,তোরে  তো দাওয়াত দেইনা মাগির পুত। ,Hateful,1
575,"ঠাকুর একটা ভালো বয়ফ্রেন্ড দাও না। তখন ঠাকুর বলে, দিয়েছিলামা সিন করে রিপ্লাই দিস নি। ",Neutral,0
576,নারদ কেন ভগবানকে অভিশাপ দিয়েছিলেন? ,Hateful,1
577,"চরম মূল্য দিতে হবে পিয়ংইয়ংকে, যদি তারা যুদ্ধ থেকে ফিরে না আসে। ",Hateful,1
578,চুমো দিয়ে নারীর গালের ইনফেকশন চেক করলেন পপুলারের ডাক্তার । ,Neutral,0
579,"ক্রসফায়ারের নামে মেধাবী ছাত্র হত্যা আর মেনে নেয়া যায়না, এ জুলুমের অবসান চাই।",Hateful,1
580,ওরে জুতা মার।  ওর কপালে জুতা মার। ,Hateful,1
581,"২ মাসে দেড় হাজার গ্রেফতার, বাসা বাড়িতে দিবানিশি তল্লাশি। ",Hateful,1
582,"দুঃখ একটাই, সোনা তো দূরের কথা কেউ টিনভাঙ্গা বলেও ডাকে না। ",Neutral,0
583,"পুত্র সন্তান এক বংশের প্রদীপ হলে, কন্যা সন্তান দুই বংশের প্রদীপ। ",Neutral,0
584,"সরকারি চাকরি আর সত্যিকারের ভালোবাসা, কখনো যোগ্য লোকেরা পায় না। ",Neutral,0
585,"আর্মিতে পরীক্ষা দিতে আসছি, পাছা দেখাতে নয় । ",Hateful,1
586,"রাতের বেলা পিছন থেকে আওয়াজ শুনতে পারি, তখন ঐ কেডা রে এইহানে? ",Neutral,0
587,কে এই মিথ্যাবাদী প্রিয়া সাহা? একে বিচারের আওতায় আনা হোক। ,Hateful,1
588,আনুশকা এবং দিহান কে ও হার মানালো এরা। ,Hateful,1
589,"ক্যাম্পাসটাকে অনেক মিস করতেছি, ভাই। ",Neutral,0
590,ঢাকা থেকে চট্টগ্রামে যাবেন মাত্র ৫৫ মিনিটে।,Neutral,0
591,ধর! মুরতাদের ফাঁসি চাই। মুরতাদটি ইসলাম বিদ্বেষ ছড়াচ্ছে। ,Hateful,1
592,"স্বৈরতন্ত্র নিপাত যাক, গণতন্ত্র মুক্তি পাক। ",Hateful,1
593,"উদ্ভিদের প্রাণ আছে বলেছিলাম,  আজ দেখছি লজ্জাও আছে।  ",Neutral,0
594,"যার এমন একটা ঢঙ্গী মেয়ে হবে, তার জন্য এই অবস্থা।",Neutral,0
595,ঘরপোড়া আগুনে আলু পুড়িয়ে খাওয়ার স্বপ্ন কখনোই সত্যি হবে না। অবৈধ ম্যাসেজ পার্লারের নারীরা ক্যাম্পাসে কেন? ,Hateful,1
596,ড্রাগ নেওয়ার পর তোমার ফিগার আর ১ বোতল জল খাওয়ার পর আমার ফিগার। ,Neutral,0
597,যৌবন দেখিয়ে কলেজ কাপানো মেয়েটি আজা মাতাল স্বামীর অবহেলার পাত্রী। ,Neutral,0
598,নেপালে ভারতীয় সব টিভি চ্যানেল বন্ধ । ,Hateful,1
599,রাস্তায় বিড়াল দেখার পর যখন আমি ম্যাও ম্যাও করা শুরু করি। ,Neutral,0
600,আনুশকার মাকে নিয়ে একি বললেন আব্বাসী? আবারও মসজিদের সামনে ডান্স। ,Hateful,1
601,"মেরে দে মামা! মেরে দে, ইনসেপ্টার ৩০ লাখ টাকা ত্রাণের ২৭ লাখই আত্মসাৎ। ",Hateful,1
602,"এখন ছোট ভাইকে মানাইতেছি, যাতে সে মাকে না বলে। ",Neutral,0
603,করোনা ভাইরাসে অনেকের সারা বছরের প্লান এভাবে সেক্স করা।,Hateful,1
604,"আল্লাহ কিন্তু অন্য কেউ নয়, আল্লাহ হলো মুহাম্মদের ফেক আইডি। ",Hateful,1
605,বৃষ্টি ভেজা স্কুলের দিনগুলো আজও মনে পরে যায়। ,Neutral,0
606,একদল হায়েনা ও এক জন বীর। দেখুন তাদের অবস্থা কেমন। ,Hateful,1
607,"মোদিজী ও ভারতকে নিয়ে বিভ্রান্তি, বিএনপি থেকে ভারত বিরোধী ও শরীক কাঠ মোল্লাদের উষ্টা মেরে বের করে দেন জনাব তারেক রহমান। ",Hateful,1
608,রাজাকারের তালিকায় রাউজানের সাংসদের বাবা। ,Hateful,1
609,"ফেসবুক চালানোর সময় যখন দেখা যায় দারাজ অ্যাপস বলে, তোর কি ব্রা লাগবে?",Hateful,1
610,সোনার মত চুষে খেয়েও মোটা না হওয়া মেয়ে ইনি। ,Hateful,1
611,হিংসুক ভক্তার কাহিনী দেখুন।  সে কিভাবে হিংসা ছড়ায় না দেখলে বিশ^াস করবেন না। ,Hateful,1
612,"ওরা কুকুরের গলায় আর আমরা বুকে, তারপরেও তার দেশপ্রেমী আর আমরা দেশবিরোধী। ",Hateful,1
613,"যখন পরিক্ষায় সবাই এক্সটা পেইজ নেওয়া শুরু করে,  কিন্তু আমার তখনো ১ম প্রশ্নের উত্তর লিখা শেষ হয়নি। ",Neutral,0
614,"আপনি পারলে আমার নামে মামলা করেন, টকশোতে তুমুল ঝসড়া। রাশেদ ও তুরিন আফরোজের। ",Hateful,1
615,সারাদিন বাসায় থেকে আম্মুর হাতের তিন বেলা রান্না খাওয়ার পর এবং সারাদিন বাহিরে  ঘরাঘুরি করে রেস্টুরেন্টের বিভিন্ন ধরনের খাবার খাওয়ার পর আমি। ,Neutral,0
616,স্ত্রীকে রেগে দুটো থাপ্পড় মারার কিছুক্ষণ পর স্বামী বললো একজন মানুষ শুধু ঐ মানুষকেই আঘাত করে যাকে সে সবচাইতে ভালোবাসে। ,Neutral,0
617,রাজাকার এখন মুক্তিযোদ্ধা। রাজাকার মুক্তিযোদ্ধা এখন একাকার। ,Hateful,1
618,"তেমন কিছু না, পাত্রীপক্ষের বাসায় পাত্রীকে দেখলাম। ",Neutral,0
619,এখানে যতœসহকারে এক্সদের চাবকে সোঁজা করে দেয়া হয়। ,Hateful,1
620,সে সব কিছু জানতে পারায় হতভম্ব হয়ে যাওয়া আমি। ,Neutral,0
621,যদি তুমি মাকে জেলে রেখে লন্ডনে লুকিয়ে থাকো তবে তুমি তারেক। ,Hateful,1
622,"তারপর যখন হঠাৎ এক সুন্দরী আমাকে বলে উঠে,  এই যে ভাইয়া শোনেন, তখন আমি, এখন আমার প্রথম কাজ হচ্ছে, মেয়েটার সামনে আলগা ভাব নেয়া। ",Neutral,0
623,"ফেলে আসা দিনগুলি, আরেকটু ঘুরিয়ে দে। ",Neutral,0
624,তোমার দিকে কেউ নজর দিলে ওর চোখ তুইলা ফালামু। তোমার নজরই তো সুবিধার লাগছেনা । ,Neutral,0
625,চাঞ্চল্যকর সেই হত্যার আসামী এসআই আকবর গ্রেফতার। ,Hateful,1
626,"এই আজতো আমাদের ১ম বিবাহ বার্ষিকী, আমরা আজ কি করব? আসো, আমরা দুই মিনিট দাড়িয়ে নিরবতা পালন করি। ",Neutral,0
627,আমরা যেন স্টুপিড জনগোষ্ঠিতে পরিণত না হই। ,Hateful,1
628,"জীবন হচ্ছে, মৃত্যুর কাছ থেকে ধার নেয়া কিছুটা সময়। ",Neutral,0
629,ঐ তুই শুধু আমার। তুই আর কারও হতে পারবি না। ,Neutral,0
630,গ্যাস বিক্রি করতে রাজী হইনি বলে ২০০১ এ ক্ষমতায় আসতে পারিনি। ,Hateful,1
631,"হত্যা হলো নির্বাচিত কমিশনার, এ কোন দেশে বসবাস করছি আমরা। ",Hateful,1
632,হোলির দিন ক্রিকেট খেলায় মুসলিম পরিবারকে বেধড়ক পিটুনি।,Hateful,1
633,"তেমন কিছু না, সাজেক নিয়ে পোস্ট দিয়ে নিজকে একটু ক্লাসিক ভাবানোর জন্য আসছি। ",Neutral,0
634,"যখন রিমোট নিয়ে ভাই বোনদের সাথে কাড়াকাড়ি করতে যেয়ে ভেঙে ফেলি, তখন আব্ব বলে, কাউকে ছাড় দেয়া হবে না। ",Hateful,1
635,"সারা বছর না পড়েও যখন শুনি বেতন দিতে হবে, আই ফাক ইওর সিস্টেম। ",Hateful,1
636,"কেউ ক্লাসে নাই, এই সুযোগে চিমটুর ব্যাগ দিয়ে বেঞ্চের ধুলাগুলো পরিস্কার করি। ",Neutral,0
637,ফুলের পাশে তোমার ঐ বালের থোবরা দেখতে ইচ্ছুক নই।,Hateful,1
638,কলকাতায় কালীপূজা উদ্বোধন করলেন সাকিব। যশোরে সেলফি তুলতে চাওয়ায় ভক্তের ফোন ছুড়ে ফেললেন। ,Hateful,1
639,"আচ্ছা বাবু, তুমি আমাকে রানী বলে ডাকো কেন?   চাকরানী অনেক লম্বা তো তাই সংক্ষেপে রানী ডাকি। ",Neutral,0
640,"আমাদের কাহিনীর মধ্যে ভুত, আমার দিকে একটু ফোকাস দিও। ",Neutral,0
641,গরীব দেশগুলো নিজের ইচ্ছামত টাকা প্রিন্ট করে নিয়ে বড়লোক হয়ে যায় না কেন? টাকা প্রিন্ট করার টাকা নেই বলে। ,Neutral,0
642,"উঠে গেলো নিষেধাজ্ঞা, ইচ্ছেমতো অস্ত্র কেনা-বেচা করতে পারবে ইরান। ",Hateful,1
643,"হ্যালো গাইজ, সবাইকে আমার ইউটিউব চ্যানেলে স্বাগতম। আজকে ভিডিওতে আমরা পরিদর্শন করব একটি পুরাতন ভূতুরে বাড়ি। ",Neutral,0
644,"কাদেরের হুশিয়ারি, সবাই যাকে বলে কাউয়া কাদের।",Hateful,1
