label,text,target,pred,tensor
Gender abusive,মাগীর পাছায় লাথি মেরে ওই প্লাটফর্মে রেখে আসা উচিত ,4,0,"tensor([9.9570e-01, 5.6624e-04, 3.3682e-04, 1.1020e-03, 2.2938e-03],
       device='cuda:0')"
Political, ইনু নিজে বড় জঙ্গী ক্ষমতা গেলে তোমার খবর আছে কাগু পালানোর পথ পাবে না ? তখন বলবেন আমি শিবির ছিলাম । কুত্তা কমিনা । ,1,1,"tensor([1.0602e-03, 9.9369e-01, 3.7250e-04, 3.8177e-03, 1.0575e-03],
       device='cuda:0')"
Geopolitical,হাসিনা যুদ্ধে অংশ গ্রহন করলে ভারত জিততে পারে।,3,3,"tensor([1.0345e-04, 7.9457e-04, 2.2019e-04, 9.9858e-01, 2.9785e-04],
       device='cuda:0')"
Political,বাংলাদেশে বিচার বিভাগ এবং সকল বাহিনী গুলো হাসিনার হাতে। ,1,1,"tensor([6.3638e-04, 9.9054e-01, 1.0192e-03, 5.0772e-03, 2.7262e-03],
       device='cuda:0')"
Personal,দাদা আসাল সোলে পল্লির একটা ভিডিও বানান ,0,4,"tensor([5.8234e-02, 8.9771e-04, 4.2716e-04, 1.4525e-03, 9.3899e-01],
       device='cuda:0')"
Geopolitical,"এই হল ডিজিটাল ফর্মুলা জাতির সাথে আর কত ভন্ডামি, ধান্দাবাজি?",3,3,"tensor([0.4446, 0.0269, 0.0367, 0.4814, 0.0104], device='cuda:0')"
Gender abusive,এই মাগির তোর ভোদায় এসিড দিমু আমি আমি ছাএলীগ নেতা।,4,4,"tensor([6.7084e-03, 1.8209e-02, 4.1512e-03, 7.3272e-04, 9.7020e-01],
       device='cuda:0')"
Personal,কিন্ত কথা হল এই মাগি রে বিয়ে করসে কে,0,4,"tensor([4.1936e-03, 6.6746e-04, 1.2737e-04, 5.0167e-04, 9.9451e-01],
       device='cuda:0')"
Religious,"আসিফ নাস্তিকের সাথে,যে দাঁতভাঙ্গা উত্তর দিতেছেন,তাকে অনেক ধন্যবাদ।",2,2,"tensor([5.4376e-04, 5.7808e-04, 9.9767e-01, 8.7397e-04, 3.3905e-04],
       device='cuda:0')"
Personal,লোব দেখিয়ে কি হবে আগে লম্পটের ফাসি দিন,0,0,"tensor([9.9782e-01, 4.6341e-04, 1.9873e-04, 5.7795e-04, 9.3552e-04],
       device='cuda:0')"
Personal,দেখেন ভাই ইনু একটা কুকুরের মতও ওকে গালি দিলে কিচু হবেনা কারন সে মালিকের কথা মতও কাজ করে তা নাহলে মুজিবের খুনি হিসাবে শালার ফাসি হয়ে যাবে।,0,0,"tensor([9.9751e-01, 8.0162e-04, 3.3035e-04, 2.9040e-04, 1.0631e-03],
       device='cuda:0')"
Gender abusive,পরিমনিকে এই পযর্ন্ত কয়বার কাজ করেছেন ,4,0,"tensor([9.9606e-01, 4.8289e-04, 7.1675e-04, 9.2309e-04, 1.8176e-03],
       device='cuda:0')"
Personal, ম্যাডাম সর্বোচ্চ সাজা বলতে ফাসিঁ হতে পারে তা করতে গেলে বেশ সমায়ের প্রয়োজন। জনগন খাদিজার এই ঘটনার বিচার খুব দ্রুত পেতে চাই। তাই বলছি ক্রসফায়ার তো আমাদের নিত্য দিনের সঙ্গী। তাই বলিষ্ঠ কন্ঠে বলতে চাই বদ বদরুলের মত জানোয়ারকে জনসম্মুখে ক্রসফায়ার দেয়া হোক। ,0,0,"tensor([9.9726e-01, 8.8234e-04, 5.8744e-04, 6.2192e-04, 6.4756e-04],
       device='cuda:0')"
Personal,"বন্ধু যখন হঠাৎ করে বিচিতে টোকা মেরে দেয় তখন আমি বলি, ছুড়ি দিয়া তোর ভুরি ফালাইয়া দিমু",0,0,"tensor([9.9745e-01, 3.3136e-04, 1.9014e-04, 1.1462e-03, 8.8566e-04],
       device='cuda:0')"
Geopolitical,না আইবি এখন ভারতের দালাল হাসিনা আর গড পাদার শামিমের সহ যুগি,3,3,"tensor([7.1200e-04, 3.1310e-04, 2.2621e-03, 9.9650e-01, 2.1250e-04],
       device='cuda:0')"
Personal,খুব ভালো লেগেছেরানু রে আবার আগের জায়গায় ফিরিয়ে দেওয়া হোক রেলস্টেশনে তাহলে বুজতে পারবে তার ভবিষ্যৎ বানি কি ,0,0,"tensor([9.7173e-01, 3.0403e-03, 3.9386e-04, 2.3232e-02, 1.6063e-03],
       device='cuda:0')"
Political,"মানুষের নিরাপত্তা ব্যবস্থা  নিশ্চিত করতে সরকার ব্যর্থ হয়েছে। যে দেশের পুনিল মানুষকে হত্যা করতে পারে,সে দেশে সাধারণ মানুষের নিরাপত্তা কে দিবে। এই প্রশ্ন এখন সমস্ত জনগণের |",1,1,"tensor([2.5373e-03, 9.7192e-01, 9.6691e-04, 2.3537e-02, 1.0389e-03],
       device='cuda:0')"
Political,"খালেদা জিয়াকে জেলে আটকে রাখবেন, আর আপনি নির্বাচন করবেন, এই নির্বাচন হবে না, মানুষ মেনে নেবে না । ",1,0,"tensor([0.6465, 0.2991, 0.0022, 0.0495, 0.0028], device='cuda:0')"
Geopolitical,মুক্তিযুদ্ধ মঞ্চ এর সন্ত্রাসী কর্মকান্ডে ক্ষুদ্ধ মুক্তিযোদ্ধারা ,3,3,"tensor([1.7405e-03, 6.6153e-04, 1.2247e-02, 9.8513e-01, 2.2234e-04],
       device='cuda:0')"
Personal,এখন আমার হাগা হাইগা দিবি নইলে তুই ঠাডা পইরা মরবি,0,0,"tensor([9.5635e-01, 4.2841e-04, 8.3021e-04, 5.4573e-03, 3.6933e-02],
       device='cuda:0')"
Geopolitical,মিয়ানমার দেশ মানে কুলংগার এবং ঘৃনিত দেশ। ,3,3,"tensor([0.0027, 0.0147, 0.0013, 0.9788, 0.0024], device='cuda:0')"
Religious,আমি সত্যিই বলছি এই কাজটি ভরররতীয় গোয়েন্দা সংস্থা র ও সন্ত্রাস মালাউনদের কাজ মুসলমান ও হিন্দু আমরা সবাই বাংলাদেশী আমাদের মধ্য ঝামেলা নাই ভরররত সেটা পছন্দ করেনা বলেই আমার দেশের ঝামেলা করতে চায়,2,2,"tensor([1.4014e-03, 1.5387e-04, 9.9714e-01, 1.1284e-03, 1.8028e-04],
       device='cuda:0')"
Personal,"মহিলা বেঈমানদের কে রাণুমন্ডল নামে গালি প্রচলন করা হোক, যেমনটা বিশ্বাস ঘাতক দের কে মীরজাফর বলা হয় ",0,0,"tensor([9.9483e-01, 2.3720e-03, 3.7160e-04, 1.5158e-03, 9.1533e-04],
       device='cuda:0')"
Gender abusive,মাগি মা তো লাইফে আসেনা মাগি না হলে লাইফে কন ৷ ,4,4,"tensor([6.5923e-03, 1.6071e-03, 3.4881e-04, 1.3339e-03, 9.9012e-01],
       device='cuda:0')"
Personal,ছেলেটি ব্যায়াম করার ছলে মেয়েটির গোপনাঙ্গ দেখে নিচ্ছে ,0,0,"tensor([9.9706e-01, 9.1768e-04, 3.6835e-04, 2.5747e-04, 1.3997e-03],
       device='cuda:0')"
Political,আওয়ামীলিগের জন্য বাংলাদেশে বিচার  চাওয়া হাস্যকর,1,3,"tensor([1.7586e-03, 2.4283e-02, 2.1649e-04, 9.7334e-01, 4.0254e-04],
       device='cuda:0')"
Geopolitical,তরা সারা জীবন ভারতবর্ষের যিনিস খাইতেছস এমনকি গরু গুলো চুরি করে খাইতেছস এই রিন কবে শেষ করবি ভারতবর্ষের টা খেয়ে বেঁচে আসছ একটু লজ্জা কর,3,3,"tensor([8.5881e-04, 1.7612e-04, 2.0016e-04, 9.9820e-01, 5.6387e-04],
       device='cuda:0')"
Religious,"ইসলামবিরোধী প্রোপাগান্ডায় লিপ্ত ভারতীয় কুখ্যাত দালাল শ্রেণী, যাদের ইচ্ছা ভারত হবে মুসলিমবিহীন রাষ্ট্র ",2,3,"tensor([2.6995e-04, 6.4512e-04, 2.0625e-03, 9.9690e-01, 1.1990e-04],
       device='cuda:0')"
Geopolitical,"অবৈধ বডিগার্ডের অবৈধ স্ত্রী, অবৈধ স্ত্রীর অবৈধ সন্তান",3,3,"tensor([4.2175e-03, 1.1825e-03, 2.6734e-03, 9.9100e-01, 9.3000e-04],
       device='cuda:0')"
Religious,ঐ শালা মালাউন।তোদের বাপ ইউরোপ আমেরিকাতে ঈদের কোন ছুটি নাই।আর সৌদিআরব কিছু করলেই চুলকানি উঠে।,2,2,"tensor([2.1918e-04, 3.5660e-04, 9.9896e-01, 2.8413e-04, 1.8182e-04],
       device='cuda:0')"
Gender abusive,বাহ চুদিরভাই বাহ আর কোন ভিডিও পেলি না এসব করে কি ফল হবে  ,4,4,"tensor([2.2118e-02, 5.6082e-04, 1.0520e-04, 9.7763e-04, 9.7624e-01],
       device='cuda:0')"
Political,ডঃ কামাল হোসেন ভারতের দালাল হয়ে বিএনপিকে ধ্বংস করতে এসেছে । ,1,3,"tensor([2.4544e-04, 7.0842e-03, 1.6229e-02, 9.7623e-01, 2.1540e-04],
       device='cuda:0')"
Geopolitical,এ কাফের আরবে যৌন দাসী ভারতীয় যদি বিশ্বাস না হয় আরব দেশ গুলোর খবর নিয়ে দেখ কত জন ভারতীয় আর পুরো দুনিয়াতে কত কোটি ভারতীয় যৌন দাসী হবে?,3,3,"tensor([2.2415e-04, 5.7065e-04, 1.6367e-04, 9.9861e-01, 4.3408e-04],
       device='cuda:0')"
Geopolitical, বিরাট কুত্তার বাচ্চাটা ব্যাটসম্যান হিসেবে যতোটা ভাল চরিত্রটা ততোটাই খারাপ। এই কুত্তার বাচ্চার মায়েরে মনে হয় রেন্ডিয়ার কতগুলা নেড়িকুত্তা গণধর্ষন করে বীর্য দিয়ে ভরে দিয়েছিল। তারপর কুত্তার বাচ্চার মা এইটারে জন্ম দিয়েছে। ,3,3,"tensor([9.0086e-04, 1.2847e-03, 1.7933e-04, 9.9675e-01, 8.8315e-04],
       device='cuda:0')"
Personal,নিজেকে কি ভাবে রানু মন্ডল ভিখারী ছিলো ভিখারী থাকতো তাহলে হেব্বি মজা হতো ,0,0,"tensor([9.9333e-01, 8.2574e-04, 9.1343e-04, 6.0694e-04, 4.3229e-03],
       device='cuda:0')"
Religious,নাইমুল ইসলাম খান হচ্চে মালাউন দের নাম্বার ওয়ান দালাল,2,2,"tensor([4.7142e-04, 3.6405e-04, 9.9866e-01, 2.4937e-04, 2.5567e-04],
       device='cuda:0')"
Geopolitical,সে ত হবেই দাদার বাড়ির ভারত বলে কথা,3,3,"tensor([6.4024e-04, 4.5120e-04, 2.2730e-04, 9.9829e-01, 3.9189e-04],
       device='cuda:0')"
Personal,গরুর হাটের ধোলাই ও মাফ চাওয়াটা কেমন ছিলো! আবাল? ,0,0,"tensor([0.6959, 0.2448, 0.0096, 0.0444, 0.0053], device='cuda:0')"
Gender abusive,মিষটার জয় জারজ তাহলে- অপু মেডাম ? ,4,0,"tensor([9.9546e-01, 4.9706e-04, 3.9483e-04, 2.4062e-03, 1.2453e-03],
       device='cuda:0')"
Gender abusive,মাগীর পুকটি দিয়া বিকাশ দিতে হবে?,4,0,"tensor([7.8046e-01, 2.7902e-03, 6.4231e-04, 6.3577e-03, 2.0975e-01],
       device='cuda:0')"
Political,বঙ্গবন্ধুর নাম দিয়ে আওয়ামী লীগের বাড়িঘর দখল... ,1,1,"tensor([4.8805e-04, 9.9437e-01, 6.1289e-04, 4.0123e-03, 5.1913e-04],
       device='cuda:0')"
Gender abusive,বৌদির দুধ দেকে তো আমার ই চোখ ঠিক ছিলো না - পোলাপান এর চোখ কিভাবে ঠিক থাকবে!,4,0,"tensor([9.9534e-01, 1.7587e-04, 1.7599e-03, 3.2061e-04, 2.4042e-03],
       device='cuda:0')"
Personal,ভিডিও দেইখা আবেগের বশে পাশের বাড়ির ভাবিয়ে ছড়িয়ে ধরছি...!,0,0,"tensor([9.9857e-01, 3.7471e-04, 2.0937e-04, 3.8476e-04, 4.5863e-04],
       device='cuda:0')"
Personal,"প্রেম করবে গোপনে আর কষ্ট প্রকাশ করবে সবার সামনে সুটিয়ে লাল করে দেবো, নোংরামি বার করে দেবো ",0,0,"tensor([9.9748e-01, 2.5245e-04, 3.3188e-04, 8.6729e-04, 1.0634e-03],
       device='cuda:0')"
Political,আওমলীগ না কি হিনদদে পোজা করে শিবির বিএনপি বলে এখন দেখ আওমলীগ খাটি মসলীম আর সব রাজাকারের দল,1,1,"tensor([4.9701e-04, 9.9402e-01, 1.7970e-03, 3.4075e-03, 2.7690e-04],
       device='cuda:0')"
Religious,"নাস্তিকরা এক জায়গায় আলোচনাতে  থাকেনা ,কোরানের এক জায়গার আয়ুত  অন্য জায়গায় নিয়ে আসেন,এই হলো নাস্তিকদের কৌশল",2,2,"tensor([9.5304e-04, 4.6234e-04, 9.9820e-01, 1.9631e-04, 1.8500e-04],
       device='cuda:0')"
Geopolitical,বর্তমানে বাংলাদেশে দশ লক্ষ ভারতীয় আছে।,3,3,"tensor([1.4929e-04, 7.1077e-04, 4.3035e-04, 9.9850e-01, 2.0591e-04],
       device='cuda:0')"
Personal,"যদি তোমাকে এই পিস্তলটা ৫ মিনিটের জন্য দেয়া হয়, তুমি কাকে আগে মারবে? ",0,0,"tensor([9.9733e-01, 3.8946e-04, 5.7684e-04, 1.1283e-03, 5.8010e-04],
       device='cuda:0')"
Personal,ভাই তোমারে তো চুরের মত লাগে.,0,1,"tensor([3.1711e-03, 9.8081e-01, 4.9770e-04, 1.1137e-02, 4.3861e-03],
       device='cuda:0')"
Gender abusive,ওমাগি আজ রাতে আমার কাছে আসি তোরে চুদ মোও?,4,4,"tensor([1.2879e-01, 6.2775e-04, 1.6889e-03, 2.4696e-03, 8.6643e-01],
       device='cuda:0')"
Personal,দেখে মনে হচ্ছে চুরি করতে গিয়ে ধরা খাওয়ায় বাশের বাড়ি খেয়েছ।,0,0,"tensor([9.8965e-01, 3.8727e-03, 5.1095e-04, 1.0299e-03, 4.9373e-03],
       device='cuda:0')"
Geopolitical,মালুদের রেন্ডিয়া বাল ছিড়ে তারা বাধবে,3,3,"tensor([8.6281e-04, 3.8350e-04, 4.2065e-04, 9.9771e-01, 6.2482e-04],
       device='cuda:0')"
Personal,"এই মহিলা বেশীদূর এগিয়ে যেতে পারবে না, লতাজ্বী নিজে বলেছেন কপি করে বেশীদূর যাওয়া সম্ভব না, নিজের প্রতিভা দেখাতে হবে ",0,4,"tensor([0.0454, 0.0023, 0.0012, 0.0045, 0.9465], device='cuda:0')"
Geopolitical,মালায়াওন এর বাচ্চারা হলো সুবিধা-পাটি। তারা শুধুমাত্র নিজেদের সুবিধারথেয় বাংলাদেশকে যুদ্ধে সাহায্য করেছে,3,3,"tensor([0.0035, 0.1268, 0.1729, 0.6908, 0.0060], device='cuda:0')"
Personal,"খেলনার ভেতর চুম্বক আছে জানার পর আমি বলি, তোকে ভাঙ্গা ছাড়া আর উপায় নাই ",0,0,"tensor([9.9844e-01, 3.2272e-04, 1.0627e-04, 5.3629e-04, 5.9363e-04],
       device='cuda:0')"
Personal,ওরে নোবেল দিছে কোন পাগলে ওর ফাসিঁ দেওয়া দরকার।,0,0,"tensor([9.9792e-01, 9.7151e-04, 2.9247e-04, 5.1511e-04, 3.0422e-04],
       device='cuda:0')"
Geopolitical,লম্পট ছেলেরা ছাত্রলীগ-যুবলীগ করে আইজ কিছু খাইছে মনে হয় ,3,1,"tensor([8.4334e-04, 9.9547e-01, 2.2973e-04, 2.0875e-03, 1.3688e-03],
       device='cuda:0')"
Political,কামাল সাহেব তো বুরা হয়ে গেছে ঠিক মত কথা বলতে পারেনা সে কি করে দেশ চালাবে । । বুজিনা । । ,1,1,"tensor([0.0017, 0.9917, 0.0018, 0.0027, 0.0022], device='cuda:0')"
Geopolitical,"করিডোর, অবকাঠামো সব ভারতের, চুক্তি অনুযায়ী আমরা কাঠালের বিচিগুলো পাবো তো? ",3,3,"tensor([6.0815e-04, 3.8838e-04, 1.9391e-03, 9.9655e-01, 5.1444e-04],
       device='cuda:0')"
Personal,হেডার ঘরে হেডার মাইয়া বালের মাইয়া,0,0,"tensor([0.6728, 0.0036, 0.0011, 0.0018, 0.3207], device='cuda:0')"
Political,দেশকে লুটপাট করার জন্যই যুবলীগের জন্ম,1,3,"tensor([2.0026e-03, 4.9773e-02, 6.0585e-04, 9.4699e-01, 6.3135e-04],
       device='cuda:0')"
Geopolitical,ওদিকে পাকিস্তান হামলা করছে আর তোরা এখানে হিন্দু মুসলমান নিয়ে লাড়াই করছিস ভুলে যাসনা আমরা সবাই ভারতীয় আমাদের শত্রু পাকিস্তান ,3,3,"tensor([2.6037e-03, 7.2834e-04, 2.1127e-02, 9.7488e-01, 6.5618e-04],
       device='cuda:0')"
Personal,মহিলা মা এর জাত প্লিজ তোমরা এনাদের দাম কোরো না তোমাদের মুখে বাধে না ? ,0,0,"tensor([9.9276e-01, 1.0571e-03, 6.3860e-04, 1.4973e-03, 4.0443e-03],
       device='cuda:0')"
Gender abusive,বরের চুদা পাই না।তাই এত নাচা নাচি। ,4,4,"tensor([0.0593, 0.0360, 0.0031, 0.0089, 0.8927], device='cuda:0')"
Personal,রাতে শুয়ে পড়ার পর যখন ছোট ক্রিমি গোয়ার কাছে এসে কুট কুট করে কামড় মারে ,0,0,"tensor([9.9367e-01, 1.9376e-03, 1.7154e-03, 5.6195e-04, 2.1137e-03],
       device='cuda:0')"
Geopolitical,পিলখানা হত্যাকান্ড বাংলাদেশের প্রতিরক্ষা ব্যবস্থা ধ্বংসের জন্য ভারতের প্রত্যক্ষ সহযোগিতায় এই হত্যাকা- ঘটানো হয়েছিল ,3,3,"tensor([1.8286e-04, 3.6628e-04, 3.4423e-04, 9.9897e-01, 1.3895e-04],
       device='cuda:0')"
Geopolitical,আর দালালি করো ভারত এর দাদি যে দেশ দিতে,3,3,"tensor([2.3626e-04, 2.7906e-04, 1.6491e-04, 9.9915e-01, 1.6495e-04],
       device='cuda:0')"
Political,ধর্ষকের নেত্রী ধর্ষকের মা- শেখ হাসিনা বাংলা তরে চায় না!!,1,3,"tensor([0.0059, 0.4746, 0.0137, 0.5052, 0.0007], device='cuda:0')"
Personal,বিকাশ থেকে কল করছি বলে যখন প্রতারকরা ফোন করে তখন আমি বলি - কুত্তার বাচ্চা ফোন রাখ,0,0,"tensor([9.9800e-01, 3.1610e-04, 2.5474e-04, 5.9482e-04, 8.3863e-04],
       device='cuda:0')"
Geopolitical,সালে ভারত আমাদের যেভাবে সাহায্য করেছে আমাদেরও উচিত সেভাবে রোহিঙ্গাদের সাহায্য করা।,3,3,"tensor([4.3831e-04, 4.2830e-04, 6.7518e-04, 9.9819e-01, 2.6744e-04],
       device='cuda:0')"
Personal,চুতমারানি ছিরতে পারনা ভেড়ীর বাল লাফ দিয়া ধরো মাইনসের বাল।,0,3,"tensor([0.2905, 0.0272, 0.0844, 0.5260, 0.0719], device='cuda:0')"
Geopolitical,ভারতের গোলামী না করে চীনের সাথে সু সম্পর্ক গড়াটাই বুদ্ধিমানের কাজ হবে।,3,3,"tensor([1.4353e-04, 1.7736e-04, 5.8270e-04, 9.9888e-01, 2.1862e-04],
       device='cuda:0')"
Political, যখন উনি ভারপ্রাপ্ত আমির ছিলেন তখন হাসিনার সরকারের সংস্থা কোথায় ছিল এখন উনি পূর্ণাঙ্গ আমির হবার পরে রাজাকার হয়ে গেলো হাই রে সোনার বাংলা ? ,1,1,"tensor([8.2186e-04, 9.9216e-01, 3.9145e-04, 6.1351e-03, 4.9157e-04],
       device='cuda:0')"
Geopolitical,গণতন্ত্র ও মানবতাাকে মুক্ত করতে আরেকটি ১৫ আগস্টের স্বপ্নে ভাসে বাংলাদেশ ,3,3,"tensor([4.3693e-04, 5.0837e-04, 2.3014e-04, 9.9843e-01, 3.9714e-04],
       device='cuda:0')"
Religious,আওয়ামিলীগ দলের স্বার্থে ইসলাম ও কোরআন হাদিস ও আলেম ওলামাদের বিরুদ্ধে কথা বলতেও ভয় করেনা।,2,2,"tensor([9.0040e-04, 8.4571e-02, 9.1170e-01, 2.4335e-03, 3.9091e-04],
       device='cuda:0')"
Geopolitical,ভারতীয় সকল চ্যানেল বনধ করা হোক।,3,3,"tensor([2.6256e-04, 4.4766e-04, 3.1505e-04, 9.9863e-01, 3.4326e-04],
       device='cuda:0')"
Geopolitical,"আম্মাগো জামায়াত-শিবির যেভাবে ক্ষেপছে, আমার ডর করতাছে, আমি আমেরিকা চলে যাই? ",3,3,"tensor([0.0022, 0.4589, 0.0037, 0.5345, 0.0007], device='cuda:0')"
Political,যে সব রাজাকারের বাচ্চারা এই লাইভ যোগ দিয়ে আজে বাজে কমেন্ট করছে সব গুলু কে করা হবে কর,1,1,"tensor([9.4120e-04, 9.9737e-01, 1.4343e-04, 3.7978e-04, 1.1675e-03],
       device='cuda:0')"
Religious,তোর মারে চুদে আকাশে তুলবো তোর বোনকে চুদে তোর বোনের ভোদার হাডডি ভাংমো তোর পিসিকে চুধে পানিতে নামাবো তোর মাসিকে চুদে গাছে তোলবো তোর গোষটিকে চুদে ভাজ লাগামো আমারে চিনিস আমি মালাউনদের চোদার মাষটার।,2,2,"tensor([1.5355e-04, 1.0717e-04, 9.9902e-01, 2.4019e-04, 4.8088e-04],
       device='cuda:0')"
Political, আপনার খমতায় যাওয়ার দিন শেষ পাকিস্তান জামাত শিবির হেপাজত কেউ এ আর আপনাকে খমতায় বসানোর সুজুগ পাইবেনা ওরা নিজেরা এ এখন অশোহায় ,1,1,"tensor([4.5743e-04, 9.7475e-01, 3.9711e-04, 2.3755e-02, 6.3928e-04],
       device='cuda:0')"
Personal,বর্তমানে এই মালটাকে দেখে কার কার গাঁরজ¦লা করছে? ,0,0,"tensor([0.9488, 0.0111, 0.0011, 0.0376, 0.0014], device='cuda:0')"
Religious,যে লোক নিজের ধর্ম সম্পর্কেই জ্ঞান রাখে না সে আবার আসছে ডিবেট করতে,2,2,"tensor([2.5867e-03, 7.5520e-04, 9.9614e-01, 2.6827e-04, 2.4580e-04],
       device='cuda:0')"
Personal,অনেক গুলো কমেন্ট পরে মনে হলো মুসলিম দের কাছে এই সম্পর্ক টা স্বাভাবিক বলে মনে হলেও হিন্দু রা এই সম্পর্ক কোনো দিন মেনে নিবে না ,0,2,"tensor([6.4297e-03, 2.6469e-04, 9.9100e-01, 2.7247e-04, 2.0363e-03],
       device='cuda:0')"
Personal,রানুকে বাদ দিয়ে অন্য ভিডিও করুন ,0,0,"tensor([9.9691e-01, 5.1580e-04, 3.1047e-04, 3.2628e-04, 1.9331e-03],
       device='cuda:0')"
Political,চোরের বাচ্চা চোর ব্যাটার পুত হলে বাংলাদেশে আইসা বাসন দে,1,0,"tensor([9.9796e-01, 1.1370e-03, 1.7352e-04, 3.7979e-04, 3.4758e-04],
       device='cuda:0')"
Geopolitical,খানকির পোলা কয় পাকিস্তান খাইতে পারেনা তোর কাছে ভাত চাইতে আইছিল নাকি ওরা রেন্ডিয়াকে চোদেনা,3,3,"tensor([2.0131e-03, 6.9591e-04, 1.4310e-04, 9.9492e-01, 2.2251e-03],
       device='cuda:0')"
Personal,রানূ কে চড় মারা উচিত আপনি ঠিক বলছেন ,0,0,"tensor([9.9342e-01, 6.4722e-04, 1.1041e-04, 2.4759e-04, 5.5710e-03],
       device='cuda:0')"
Geopolitical,স্বাধীনতার পর ভারত যখন সিলেট বিভাগ তাদের দাবি করে তখন দেশপ্রেমিক দের গা জলে না।,3,3,"tensor([1.8353e-04, 4.0995e-04, 2.7096e-04, 9.9892e-01, 2.1763e-04],
       device='cuda:0')"
Religious,হেফাজতে ইসলামির প্রতিষ্ঠাতা আল্লামা শফির ছেলেকে বাদ দিয়ে কমিটি যারা করে তারা কিসের আল্লামা?,2,1,"tensor([0.0063, 0.5618, 0.4241, 0.0064, 0.0014], device='cuda:0')"
Personal,"মেয়েটার পোশাকের মাপ দেখেছো, কতটা পেট দেখা যাচ্ছে তুমি একদম ঠিক বলেছো, আজকালকার মেয়েগুলো নির্লজ্জ",0,0,"tensor([9.7883e-01, 8.8499e-04, 9.0982e-04, 2.6040e-03, 1.6772e-02],
       device='cuda:0')"
Religious,ওই লোক লেখা পড়া জানে না ধর্মগ্রনত মানেনা ওর সাথে কিসের তর্ক,2,2,"tensor([2.3783e-03, 3.2444e-04, 9.9664e-01, 1.9628e-04, 4.5940e-04],
       device='cuda:0')"
Geopolitical,এ পাকিস্তানের কাছে টেষ্টে উইকেটে হার। তাদের কাছেই এশিয়াকাপ ফাইনালে রানে হার।এবছর টি বিশ্বকাপে ভারতের কাছে রানে হার।ইংলিশদের সাথে প্রথম ওডিআইতে জেতা ম্যাচ হার।আর নিতে পারছিনা।শুধু কালকে ম্যাচটা জিত ভাই সব দুঃখ ভুলে যাবো কথা দিলাম।,3,3,"tensor([3.6342e-04, 2.7054e-03, 5.2037e-04, 9.9595e-01, 4.5907e-04],
       device='cuda:0')"
Personal,এদের নিতি আছে কিন্তু অনেকের এদের থেকে ও খারাপ নিতি ,0,4,"tensor([0.3408, 0.1500, 0.0010, 0.0744, 0.4339], device='cuda:0')"
Personal,তোর রক্ত দিয়া আজকে হোলি খেলমু ,0,0,"tensor([0.7363, 0.0040, 0.0068, 0.0234, 0.2295], device='cuda:0')"
Personal,দাদা আপনি খুব ভালো কথা বলেছেন রানু মন্ডল কে পুনরায় বাটি হাতে দিয়ে স্টেশনে বসানো হোক ,0,0,"tensor([9.9887e-01, 3.1562e-04, 1.1904e-04, 2.5427e-04, 4.3733e-04],
       device='cuda:0')"
Gender abusive,হিরু আলমও তরে চুদবেনা।তর মা বাবা কি পতিতার বাসিন্দা?,4,4,"tensor([5.3402e-04, 1.5935e-03, 8.5427e-03, 1.8531e-03, 9.8748e-01],
       device='cuda:0')"
Geopolitical,জামায়াতের রাজনীতি করার নৈতিক অধিকার নেই বলায় এই পুলিশ কে হাছান মাহমুদের দয়িত্ব দিবেন প্রধানমন্ত্রী ,3,3,"tensor([0.0100, 0.1740, 0.0045, 0.8078, 0.0036], device='cuda:0')"
Personal,ব্যাংক কর্মকর্তাকে প্রকাশ্য চড়-থাপ্পড় দিলেন ইউএনও,0,0,"tensor([0.6016, 0.0029, 0.0131, 0.3789, 0.0035], device='cuda:0')"
Personal,কুকুরের পেটে ঘি হজম হয় না ,0,0,"tensor([9.9709e-01, 5.0098e-04, 5.9572e-04, 1.2254e-03, 5.8453e-04],
       device='cuda:0')"
Political,এই সব দেখার পর মনে হচ্ছে শুধু খালেদা না বিএমপির সকল নেতাকর্মীর জেল হওয়া উচিত ,1,0,"tensor([9.8354e-01, 1.3125e-02, 2.4662e-04, 2.1600e-03, 9.2897e-04],
       device='cuda:0')"
Personal,"পুলিশের আটক বাণিজ্য চরমে, নির্যাতিত হচ্ছে অসহায় মানুষ ",0,3,"tensor([1.2595e-02, 4.0400e-04, 5.4650e-03, 9.8086e-01, 6.7275e-04],
       device='cuda:0')"
Personal,রানুর মত কোটি কোটি শিল্পী ভারতে আছে সবাই সুযোগ পায় না ,0,3,"tensor([5.9164e-04, 3.8015e-04, 3.7189e-04, 9.9793e-01, 7.2958e-04],
       device='cuda:0')"
Religious,"ধর্ম ধর্ম করে তোরাই এই দুনিটাকে নরক বানিয়ে রেখেছিস, অন‍্য ধর্মের মানুষদের সঙ্গে  তোরা মিলেমিশে চলতে পারিসনে ।",2,2,"tensor([4.7556e-04, 1.8218e-04, 9.9859e-01, 5.8694e-04, 1.6639e-04],
       device='cuda:0')"
Personal,কে কি করে খাবে সেটা তার নিজের ইচ্ছা এই গুলা ভিডিও করার কি আছে ,0,0,"tensor([9.9621e-01, 7.6204e-04, 2.8915e-04, 3.5235e-04, 2.3863e-03],
       device='cuda:0')"
